2,Homer Simpson,homer simpson,m
1,Marge Simpson,marge simpson,f
8,Bart Simpson,bart simpson,m
9,Lisa simpson,lisa simpson,f
15,Mr. Burns,mr burns,m
17,Moe Szyslak,moe szyslak,m
3,Seymour Skinner,seymour skinner,m
11,Ned Flanders,ned flanders,m
139,Krusty the clown,krusty the clown,m
31,Grampa,grampa,m
71,Chief Wiggum,chief wiggum,m
25,Milhouse,milhouse,m
208,Apu,apu,m
165,Lenny,lenny,m
